day2024,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
330,9.35542,9.84821,6.96901,7.48196,7.35965
331,9.29010,10.26171,12.96422,12.87765,12.78904
332,9.22714,8.76888,6.54771,7.10279,7.01550
333,9.16651,10.38307,10.38307,10.55462,10.49564
334,9.10815,9.45996,9.45996,9.72382,9.91253
335,9.05202,9.05554,4.21705,5.00520,4.86256
336,8.99807,8.94885,12.48872,12.44971,12.27645
337,8.94627,8.88072,4.96108,5.67483,5.70577
338,8.89654,8.97025,5.01631,5.72453,5.71244
339,8.84885,7.86425,7.86425,8.28768,8.40600
340,8.80314,8.70795,8.70795,9.04701,9.20350
341,8.75936,9.82595,9.82595,10.05321,9.89439
342,8.71745,8.89605,8.89605,9.21630,9.24420
343,8.67736,8.77017,8.77017,9.10301,9.14012
344,8.63903,9.21694,9.21694,9.50510,9.59926
345,8.60240,8.69751,8.69751,9.03762,9.01428
346,8.56741,8.39167,8.39167,8.76236,8.67687
347,8.53401,8.44349,8.44349,8.80899,8.84345
348,8.50214,8.81027,8.81027,9.13910,9.19787
349,8.47173,7.84866,7.84866,8.27364,8.07519
350,8.44274,8.59295,8.59295,8.94351,8.85432
351,8.41509,8.99451,8.99451,9.30492,9.23186
352,8.38873,8.75472,8.75472,9.08910,9.20873
353,8.36361,8.95154,8.95154,9.26624,9.44142
354,8.33965,9.10604,9.10604,9.40529,9.29093
355,8.31680,8.47108,8.47108,8.83383,8.82195
356,8.29501,8.28999,8.28999,8.67084,8.54050
357,8.27420,8.13429,8.13429,8.53071,8.56867
358,8.25434,7.91378,7.91378,8.33225,8.44420
359,8.23535,9.29321,9.29321,9.57374,9.43302
360,8.21719,8.50940,6.57896,7.13091,7.05382
361,8.19979,9.27072,7.20458,7.69398,7.67682
362,8.18310,8.92806,11.62013,11.66797,11.85617
363,8.16708,7.71225,7.71225,8.15088,7.99827
364,8.15165,8.68750,8.68750,9.02860,9.03461
365,8.13678,8.51658,8.51658,8.87478,8.91233
