day2050,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
213,25.98402,25.80988,25.80988,24.42485,24.35708
214,25.97224,26.46895,26.46895,25.01801,25.13670
215,25.95532,26.57532,26.57532,25.11374,25.29297
216,25.93328,26.22624,26.22624,24.79957,24.83105
217,25.90614,25.56979,25.56979,24.20877,24.38146
218,25.87392,25.85216,25.85216,24.46290,24.36829
219,25.83666,26.26487,26.26487,24.83434,24.70310
220,25.79440,26.43309,26.43309,24.98573,24.97390
221,25.74716,26.05562,26.05562,24.64601,24.48336
222,25.69499,25.71379,26.90038,25.40629,25.51010
223,25.63794,26.34566,28.15538,26.53579,26.71924
224,25.57605,25.81071,27.62818,26.06131,26.20877
225,25.50937,25.36053,25.36053,24.02043,23.96754
226,25.43797,25.95152,25.95152,24.55232,24.69891
227,25.36190,26.05321,26.05321,24.64385,24.58041
228,25.28121,24.70777,24.70777,23.43295,23.52487
229,25.19599,26.29502,26.29502,24.86147,24.80188
230,25.10629,25.39148,25.39148,24.04828,23.94029
231,25.01219,25.47081,25.47081,24.11969,24.25035
232,24.91377,24.85799,24.85799,23.56814,23.57994
233,24.81109,24.92451,24.92451,23.62802,23.49699
234,24.70425,24.94350,24.94350,23.64510,23.60708
235,24.59332,25.72525,25.72525,24.34868,24.39510
236,24.47839,23.52988,23.52988,22.37284,22.53392
237,24.35955,23.73010,23.73010,22.55304,22.71777
238,24.23690,24.50714,24.50714,23.25238,23.41005
239,24.11052,24.04321,24.04321,22.83484,22.88120
240,23.98051,24.79495,24.79495,23.51141,23.51166
241,23.84697,23.38074,23.38074,22.23862,22.09963
242,23.71001,24.05380,24.05380,22.84437,22.98662
243,23.56972,23.66214,23.66214,22.49188,22.44800
244,23.42621,23.12550,23.12550,22.00891,21.87863
245,23.27959,23.63960,23.63960,22.47160,22.65016
246,23.12996,23.55270,23.55270,22.39339,22.43263
247,22.97744,24.08139,24.08139,22.86920,23.04468
248,22.82213,22.65919,22.65919,21.58923,21.70252
249,22.66415,23.40958,23.40958,22.26457,22.22592
250,22.50362,23.09076,23.09076,21.97764,22.05867
251,22.34064,22.88828,22.88828,21.79541,21.63452
252,22.17535,22.35761,22.35761,21.31780,21.36933
253,22.00784,22.00607,22.00607,21.00142,21.16400
254,21.83825,22.29153,22.29153,21.25834,21.36562
255,21.66668,20.62071,20.62071,19.75459,19.78234
256,21.49327,21.02261,18.61448,17.94899,17.83515
257,21.31813,21.85059,19.29542,18.56184,18.52393
258,21.14137,22.02793,19.65362,18.88421,18.86382
259,20.96313,20.08724,22.17138,21.15020,21.30190
260,20.78353,21.45415,22.88141,21.78923,21.90792
261,20.60267,20.64493,19.10585,18.39122,18.57529
262,20.42070,20.75310,20.75310,19.87374,20.03271
263,20.23771,20.87936,20.87936,19.98738,19.90286
264,20.05384,19.69994,19.69994,18.92590,19.08923
265,19.86921,19.08158,19.08158,18.36938,18.34419
266,19.68394,19.20482,19.20482,18.48029,18.42258
267,19.49813,19.03099,19.03099,18.32384,18.46621
268,19.31192,18.10752,18.10752,17.49272,17.30978
269,19.12542,19.29066,19.29066,18.55755,18.49031
270,18.93874,19.12944,19.12944,18.41245,18.58465
271,18.75200,18.76836,18.76836,18.08747,18.19078
272,18.56531,18.17997,18.17997,17.55793,17.45832
273,18.37880,18.57794,18.57794,17.91610,17.83549
274,18.19255,18.73866,18.73866,18.06074,17.95861
275,18.00670,18.15837,18.15837,17.53849,17.55284
